id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8837290,Charming 2-bedroom apartment in Grünerløkka,21957386,Sol,,Grünerløkka,59.92673431,10.7603761,Entire home/apt,1996,1,2,19/06/2016,0.05,2,80
8840434,"Bright, family friendly, riverside",17292257,Pål Sbertoli,,Sagene,59.94133637,10.76477519,Entire home/apt,753,20,1,23/12/2015,0.03,1,0
8841715,Påls cosy cottage in the city,42168789,Pål,,St. Hanshaugen,59.92433485,10.73946766,Entire home/apt,1159,3,4,16/12/2016,0.13,1,364
8856206,Private room near city center,40889127,Alfredo,,Alna,59.91888319,10.80983854,Private room,499,2,14,06/09/2016,0.37,1,0
8858979,Nice room in typical Oslo-apartment,22680394,Elise,,St. Hanshaugen,59.93118091,10.748528,Private room,651,1,1,20/08/2017,0.07,2,363
8870227,Private room in cozy apartment!,46429234,Trine,,Alna,59.91394776,10.81887978,Private room,550,1,30,26/09/2018,0.81,2,0
8881260,Smalgangen,46473785,Lars,,Gamle Oslo,59.91292092,10.75862623,Entire home/apt,947,3,0,,,1,0
8913734,Cozy apt in the heart of Oslo,46618606,Christian,,Frogner,59.92039173,10.72406785,Entire home/apt,804,1,0,,,1,0
8928746,"Beautiful apartment, great location in Grunerløkka",35933890,Alex,,Grünerløkka,59.92112071,10.7625221,Entire home/apt,913,2,20,01/01/2018,0.78,2,0
8930595,"Koselig, rolig i parkområde.",14575730,Lasse,,Sagene,59.93626421,10.77547092,Entire home/apt,516,1,12,29/01/2017,0.33,1,0
8953028,Bright apartment in Oslo City Center.,46794496,Mimmi,,Gamle Oslo,59.91297369,10.7742436,Entire home/apt,694,2,10,29/06/2018,0.35,1,0
8954546,Helsfyr,40315993,Olaug,,Alna,59.91614091,10.81019188,Private room,347,6,1,08/03/2018,0.12,1,0
8963909,Central and cozy apartment,7808890,Alexander,,Gamle Oslo,59.90198399,10.77192626,Entire home/apt,1150,1,22,16/09/2018,0.78,1,180
8964586,Bright 3 room appartment w balcony,28168845,Therese,,Frogner,59.9192787,10.6937277,Entire home/apt,448,3,4,27/08/2016,0.14,1,0
8980587,Oslo prvt bath 2 blocks fr. king,9857605,George,,Frogner,59.91257092,10.72293226,Private room,626,2,169,10/11/2018,4.63,1,159
8982647,Modern place10min walk to center,46930524,Alexandru,,Gamle Oslo,59.90238938,10.77205036,Private room,347,1,2,28/10/2015,0.05,1,0
8988149,"Nice, 17m2 room in Grunerløkka",44682123,Karin,,Grünerløkka,59.92630689,10.75531203,Private room,558,2,83,23/09/2018,2.22,1,3
8990229,Koselig rom til leie på Grünerløkka,46962745,Mathilde,,St. Hanshaugen,59.92668144,10.75000943,Private room,296,1,0,,,1,0
8996644,"Bed & coffee, quiet neighborhood",36112675,Ella,,Østensjø,59.89884526,10.84542631,Private room,541,1,9,01/07/2018,0.24,2,54
9002269,Beautiful apartment with lovely backyard,47014336,Lars,,Grünerløkka,59.9272041,10.77215204,Private room,516,3,5,14/10/2017,0.31,2,87
9005193,Big & bright appartment in Oslo,47026671,Sverre,,St. Hanshaugen,59.92631112,10.73593278,Entire home/apt,829,2,2,12/02/2016,0.06,1,29
9008366,Nice and super central,11084778,Siw,,Grünerløkka,59.92020336,10.75517226,Private room,414,2,2,09/03/2016,0.05,2,0
9010479,"Super central, cozy apartment",34975773,Maja,,Frogner,59.9290301,10.71368105,Entire home/apt,389,2,11,08/10/2017,0.29,2,0
9014971,Modern apartment nearby Oslo city senter - balcony,47061409,Jenny,,Grünerløkka,59.93130136,10.7932747,Entire home/apt,922,4,3,05/09/2016,0.11,1,89
9022615,Basement apartment w bathroom,46521102,Jan Olav,,Bjerke,59.94852347,10.81728213,Private room,541,2,47,26/08/2018,1.29,1,48
9026237,Close to Oslo City Centre,8987961,Kjersti,,St. Hanshaugen,59.91867956,10.74595036,Private room,651,2,18,10/10/2018,0.55,1,57
9038915,Oslo. Sagene,47174196,Anne-Marit,,Sagene,59.93517324,10.75334359,Entire home/apt,846,1,0,,,1,0
9044483,Beautiful flat/Wigeland Park,15718901,Bente,,Frogner,59.92711516,10.71492308,Entire home/apt,846,2,4,14/06/2018,0.11,3,162
9055835,"Light, modern and cozy studioflat",29740871,Anny,,Bjerke,59.94692454,10.82838153,Entire home/apt,398,2,1,19/01/2016,0.03,1,0
9058008,Sentrumsnær 4-roms leilighet i Oslo,25574787,Ola,,Nordstrand,59.90235588,10.803488,Entire home/apt,601,2,0,,,1,0
9099298,Apartment in Sofienberg -Vegetarian,29120206,Tormund,,Grünerløkka,59.92252937,10.7731634,Shared room,4999,1,0,,,1,0
9102708,Waldemar Thranes gate,17737211,Linn,,St. Hanshaugen,59.92747578,10.74494573,Entire home/apt,601,10,0,,,1,0
9104387,Central apartment at Grünerløkka,47455955,Marte,,Grünerløkka,59.92758485,10.75811433,Entire home/apt,702,2,26,03/12/2017,0.72,1,0
9105233,"Gamle byen Oslo, middelaldersparken",47461820,Lars,,Gamle Oslo,59.90503785,10.76748795,Entire home/apt,998,4,25,07/12/2016,0.68,1,0
9111102,Huge family friendly Frogner penthouse,4773540,Hilde Maren,,Frogner,59.91695055,10.71503681,Entire home/apt,3747,1,30,14/10/2018,0.93,1,276
9114085,Central apartment in Oslo.,47494612,Jon-Miguel,,St. Hanshaugen,59.93029361,10.73278797,Entire home/apt,651,1,1,04/12/2015,0.03,1,0
9141475,Charming Apt. in hip Grunerløkka,8210367,Konstanse Martine,,Grünerløkka,59.92497236,10.76268203,Entire home/apt,1404,2,9,07/10/2018,0.27,1,319
9141544,Modern Penthouse near Royal Palace,11123592,Håvard Morset,,St. Hanshaugen,59.92321661,10.73435621,Entire home/apt,1100,1,0,,,1,0
9148715,Urban aptm in the heart of Oslo,15223537,Synne,,St. Hanshaugen,59.92667751,10.73210407,Entire home/apt,846,2,6,26/10/2018,0.9,1,87
9152174,Tøyengata 39A,7793689,Rune,,Gamle Oslo,59.915588,10.77138726,Entire home/apt,753,1,11,17/07/2016,0.3,1,0
9162718,Charming appartment in Oslo,15293313,Anette,,St. Hanshaugen,59.92736945,10.7492476,Entire home/apt,550,1,0,,,1,0
9162767,Nice apartment,21792595,Andreas,,St. Hanshaugen,59.91914763,10.74917624,Entire home/apt,3003,5,0,,,1,0
9169493,Heimdalsgata 10 a Grunerløkka,47536765,Andreas,,Grünerløkka,59.91812661,10.76318722,Entire home/apt,778,1,0,,,1,0
9171426,"Central, cozy and quiet neighbourhood in Oslo",3177350,Cheng,,Frogner,59.93298009,10.71670175,Private room,288,1,118,19/10/2018,3.23,1,225
9178669,Quiet and cosy near Munch museum,47759962,Elin,,Gamle Oslo,59.91173406,10.77713409,Entire home/apt,1294,2,16,12/07/2018,0.45,3,364
9182426,Light-filled and cosy apartment,47002774,Fridtjof,,Frogner,59.92456004,10.73032572,Entire home/apt,1150,5,0,,,1,0
9191301,The place we fell in love with!,45496753,Ingunn,,Gamle Oslo,59.91093447,10.77221305,Entire home/apt,905,4,15,01/08/2016,0.41,1,0
9193051,"Trendy, Cozy and close to city center :)",20463540,Jessica,,St. Hanshaugen,59.92871698,10.73341758,Entire home/apt,1666,1,39,24/08/2018,1.46,1,246
9196892,Bright and Spacious  Central Oslo 4 Bedrooms!,47840423,Hua And Thore,,Grünerløkka,59.9217487,10.76339499,Entire home/apt,2402,2,221,18/11/2018,6.08,2,276
9205024,Charming town of Grünerlökka!,12781399,Frank,,Grünerløkka,59.92517135,10.75694325,Entire home/apt,584,10,0,,,1,0
9206233,Big and bright apartment with piano,43701204,Per-Øivin,,Sagene,59.93627956,10.77546048,Entire home/apt,381,2,3,24/01/2016,0.09,1,0
9210352,sunny room with a view,25006435,Liv Helen,,Grünerløkka,59.93142121,10.76701948,Private room,423,2,29,24/09/2018,0.8,1,365
9210399,Unique 90m2 apt. in central Oslo!,25315796,Rasmus,,Sagene,59.93484366,10.76295905,Entire home/apt,795,2,0,,,1,0
9211503,Fatou Trawally,47905996,Fatou,,Grünerløkka,59.92730604,10.77585917,Entire home/apt,812,3,11,14/11/2018,0.31,1,347
9213061,Beautiful apartment in Oslo,47911563,Paal Christian,,St. Hanshaugen,59.93457671,10.73448788,Entire home/apt,1201,3,24,12/08/2018,0.78,1,42
9223911,Hel leilighet på Torshov/Sandaker Oslo,3448285,Kajsa,,Sagene,59.94133772,10.77441876,Entire home/apt,448,3,2,13/04/2017,0.07,1,0
9225276,A charming and central apartment,30656952,Marie,,St. Hanshaugen,59.93161966,10.74824106,Entire home/apt,601,2,0,,,1,0
9231496,"Oslo, Grünerlökka",28272001,Karin,,Grünerløkka,59.92085611,10.77051424,Private room,753,1,0,,,1,0
9232032,Nordstrand,47990472,Ulrika,,Nordstrand,59.86820143,10.79976506,Entire home/apt,592,1,1,16/01/2016,0.03,1,0
9233251,Beautiful 80 sqm 2 bedroom apt. very central,5664168,Fridtjof,,St. Hanshaugen,59.92364656,10.73638125,Entire home/apt,1066,2,0,,,1,0
9236124,"Central, cosy and quiet apartment.",10658615,Renathe,,Sagene,59.93916588,10.77513794,Entire home/apt,499,5,0,,,1,0
9240487,"Nice, small, central room",48026701,Ingri,,St. Hanshaugen,59.92305553,10.7384731,Private room,279,2,7,29/01/2017,0.3,1,0
9241378,"Large, central and modern apt.",47084369,Magnus,,Gamle Oslo,59.9071273,10.76125762,Entire home/apt,964,3,22,26/06/2017,0.65,1,0
9243341,Charming penthouse apartment in Kampen,47637969,Fridtjof,,Gamle Oslo,59.9141187,10.78261634,Entire home/apt,702,1,12,21/10/2018,0.42,1,18
9256396,"Central cozy appartement, Gamlebyen",22472748,Vegard,,Gamle Oslo,59.90303836,10.77436045,Entire home/apt,550,5,9,24/04/2017,0.25,1,0
9264511,"Unique design flat in quiet area, sunny balcony :)",18938234,Nejra,,Bjerke,59.93878841,10.82241278,Private room,744,3,20,25/10/2017,0.62,1,0
9274350,Lovely 100sqf room at citycenter with public trans,47276241,Sachin,,Grünerløkka,59.92080927,10.76030144,Private room,406,1,133,27/10/2018,3.62,1,254
9274763,Charming ROOM in URBAN Grünerløkka,6142595,Lisa,,Grünerløkka,59.92438697,10.75713485,Private room,440,1,259,15/09/2018,7.1,1,80
9285354,"Kastellet Nordstrand, Oslo",35504340,Pethra,,Nordstrand,59.87184732,10.78848698,Entire home/apt,1387,1,0,,,1,0
9297069,Cozy and super central apt in Oslo,32664468,Trond,,St. Hanshaugen,59.92040907,10.74250339,Entire home/apt,448,14,1,19/01/2016,0.03,1,0
9302898,Bright loft space near Grünerløkka,1150270,Therese,,Sagene,59.93354619,10.75105291,Entire home/apt,677,9,3,01/10/2018,0.09,2,0
9305263,Majorstuen,48306149,Kjetil,,Frogner,59.92560803,10.72706019,Entire home/apt,753,3,9,18/06/2017,0.41,1,0
9309991,Nice room in a cosy appartement.,48327072,Heidi,,Østensjø,59.88102818,10.8467043,Private room,288,2,93,22/10/2018,2.57,1,341
9312547,Bright Spacious (135sqm) Rodeløkka Apartment,4701037,Marianne,,Grünerløkka,59.92803453,10.76951934,Entire home/apt,897,2,6,01/07/2018,0.17,1,11
9322754,Casa Nova,48387107,Jens,,Grünerløkka,59.92927664,10.77970826,Shared room,1497,1,0,,,1,0
9323401,"Quiet, with a fantastic view!",47409277,Marie,,Alna,59.91480816,10.83625154,Entire home/apt,499,1,0,,,1,0
9323978,Cosy & quiet in trendy Grüerløkka!,38363728,Siri,,Grünerløkka,59.92386431,10.76142559,Entire home/apt,998,2,15,18/06/2017,0.41,1,0
9330081,Idyllic place in central Oslo,16103316,Morten,,Grünerløkka,59.92503777,10.77449331,Private room,592,1,3,09/09/2018,0.14,3,204
9338649,"Central, 1 bedroom apartment",35467608,Claire,,Gamle Oslo,59.91296702,10.76522493,Entire home/apt,753,1,15,27/11/2016,0.41,1,0
9343723,Newly renovated flat near Grunerløk,48493429,Ida,,Grünerløkka,59.92733271,10.7726475,Entire home/apt,660,7,2,27/01/2016,0.06,1,0
9358896,Perfect apartment in Oslo city!,48565514,Lillian,,St. Hanshaugen,59.91562016,10.75554239,Entire home/apt,804,1,7,01/07/2018,0.19,1,18
9359744,Fancy apartment at Majorstuen,43326208,Josefine,,Frogner,59.92809704,10.7268564,Entire home/apt,491,1,4,11/09/2016,0.12,1,0
9359804,Cozy room in romantic Oslo villa,20566631,Rebekka,,Frogner,59.92205147,10.72890292,Private room,254,5,3,09/12/2015,0.08,1,0
9365335,"Central, delicate appartement 86sqm.",29537727,Christian,,St. Hanshaugen,59.92256535,10.7418673,Entire home/apt,1497,2,63,17/09/2018,2.69,1,10
9365885,Beautiful apartment in central Oslo,9179285,Martine,,Frogner,59.9113189,10.7210529,Entire home/apt,1201,4,4,16/08/2016,0.14,1,170
9408456,Central 3-rooms apartment,19961528,Jorunn,,St. Hanshaugen,59.91731768,10.75087667,Entire home/apt,913,2,1,21/12/2015,0.03,1,0
9441725,Studio Apt in the heart of Oslo,48932708,Malin,,Sentrum,59.90915209,10.74508443,Entire home/apt,1150,2,57,11/11/2018,1.74,1,2
9443166,quiet cozy 60 sqm comfortable excellent location,17354708,Amar,,Grünerløkka,59.9220708,10.76629248,Entire home/apt,964,2,117,19/08/2018,3.32,1,2
9445528,80m2 beautiful apartment in Oslo,48949211,Elise,,Østensjø,59.89740803,10.8190162,Entire home/apt,694,4,7,18/06/2018,0.22,2,55
9450549,Magic City & Sea View. Ultra Central. Modern. Lift,6929050,Paul,,Sentrum,59.91121147,10.73902333,Entire home/apt,1150,3,42,19/10/2018,2.36,1,90
9459680,Come stay with a traveling family,1932290,Ann-Elin,,Ullern,59.93635993,10.66393538,Private room,474,1,118,14/09/2018,3.23,1,203
9462747,Spacious apartment by Frogner Park,4132728,Sandra & Carlos,,Frogner,59.92342848,10.70645972,Entire home/apt,1294,3,23,11/10/2018,0.65,1,12
9468005,High standard- unbeatable location,49067900,Jonas,,Frogner,59.91924417,10.7333659,Entire home/apt,685,1,2,07/12/2015,0.06,1,0
9468489,"Bellissimo, brand new, 1st pizza gratis*",49070603,Renzo,,St. Hanshaugen,59.93064383,10.74338865,Entire home/apt,804,1,193,04/11/2018,5.31,5,246
9471288,"bydel Frogner,  Skillebekk, Central",49086896,Mariam,,Frogner,59.9116713,10.70846508,Private room,389,4,78,06/07/2017,2.14,2,0
9474877,,6703111,Celine Marie,,St. Hanshaugen,59.91990234,10.74128843,Entire home/apt,990,7,0,,,1,0
9475539,Oslo City Center with back garden,4096681,Natasha,,Gamle Oslo,59.91476363,10.76998737,Entire home/apt,939,2,17,26/08/2018,0.47,2,258
9481819,Modern and central Oslo studio apartment,45578755,Pernille,,Grünerløkka,59.9300453,10.77516812,Entire home/apt,499,2,1,09/09/2018,0.41,1,0
9485100,1 bedroom in central Oslo,14150765,Carmen,,Frogner,59.9311081,10.72050064,Private room,499,2,31,12/11/2018,0.94,2,317
9486360,Cozy apartment in perfect location,49071477,Per Olav,,Gamle Oslo,59.91442186,10.76515213,Entire home/apt,702,10,2,10/08/2016,0.06,1,0
9486460,Charming loft flat/ great location,18638586,Anne,,Grünerløkka,59.92135614,10.75944371,Private room,820,1,12,15/06/2017,0.34,1,0
9489403,Cozy and central apartment,24524367,Julie Louise,,Sagene,59.93253279,10.76294984,Entire home/apt,795,30,7,07/05/2018,0.2,1,340
9492848,Spacious room in trendy neighbourhood,35501155,Ann Helén,,Grünerløkka,59.91991581,10.75816708,Private room,651,1,81,30/10/2018,2.27,2,85
9498374,House in quiet surroundings near Oslo City Centre,49230619,Geir,,Nordstrand,59.89472011,10.79496554,Entire home/apt,1497,5,0,,,1,0
9498749,3 bedroom penthouse with balcony,49231784,Eirik,,Gamle Oslo,59.90785949,10.77324696,Entire home/apt,1277,1,6,30/03/2016,0.16,1,0
9505334,Central and comfortable apartment a,4096681,Natasha,,Gamle Oslo,59.91461028,10.77141164,Private room,491,2,18,02/09/2018,0.51,2,259
9508211,"Modern, light apartment in Grønland",21964780,Ina,,Gamle Oslo,59.91266195,10.76435113,Entire home/apt,1049,4,22,16/08/2016,0.62,1,0
9508660,"Husebybakken, Oslo",49272136,Tine,,Ullern,59.93629433,10.67231246,Entire home/apt,947,5,0,,,1,0
9508769,Two story designer apartment,24702185,Suvita,,Grünerløkka,59.93067568,10.77422505,Entire home/apt,804,5,0,,,1,0
9517964,Nice and central apartment in Oslo,41495115,Sindre,,Sagene,59.94517504,10.77550754,Entire home/apt,651,1,1,03/12/2015,0.03,1,0
9519616,Sentralt på Grunerløkka.,49322375,Barbro,,Grünerløkka,59.92410472,10.76271901,Private room,804,1,50,12/08/2018,1.58,1,365
9529073,10 minute walk from Oslo central st,49363286,Anna Christina,,Gamle Oslo,59.90907336,10.76957801,Entire home/apt,516,5,14,04/11/2018,0.51,1,9
9540978,2-roms på Frogner Plass,47832355,Hedda,,Frogner,59.92235817,10.70413754,Entire home/apt,398,1,0,,,1,0
9569571,Lovely apartment in the heart of Grunerløkka!,25496450,Henriette,,Sagene,59.93183067,10.76063167,Entire home/apt,702,2,21,18/09/2018,0.97,1,364
9573329,Cozy Studio Apartment in Oslo,22966283,Carlos,,Grünerløkka,59.92500819,10.76114319,Entire home/apt,398,2,1,17/03/2016,0.03,1,0
9574032,2 rooms appartment at Frogner,49086896,Mariam,,Frogner,59.91224394,10.70705247,Entire home/apt,702,14,0,,,2,0
9574372,Quiet and central 1 bedroom apartment,740649,Kai,,Vestre Aker,59.94528352,10.66736676,Entire home/apt,457,3,3,30/06/2018,0.63,1,17
9583431,Hidden garden apt in heart of city,9556939,Heidi,,St. Hanshaugen,59.9304881,10.73513841,Entire home/apt,804,2,29,26/08/2018,0.93,1,114
9583606,Modern apartment with terrace,42975045,Kristin,,Nordre Aker,59.94810852,10.76603833,Entire home/apt,677,3,47,04/11/2018,1.35,1,21
9585816,Homely single room w shared toilet,38836368,Weilin,,Nordre Aker,59.9646449,10.72849633,Private room,93,2,0,,,1,0
9586565,"Oslo, Norway",49621817,Lise,,Alna,59.9143897,10.841991,Shared room,347,1,0,,,1,0
9591303,Central one  bedroom apartment 30m2,43565511,Beto,,Gamle Oslo,59.90975892,10.76426502,Entire home/apt,601,2,80,26/10/2018,2.21,1,168
9597602,"For cat lovers, by Botanical garden",49674284,Øyvind,,Gamle Oslo,59.91626374,10.76740701,Entire home/apt,85,8,2,20/09/2016,0.06,1,0
9600919,Share our cosy home & breakfast/ Oslo's center,43701606,Charles,,Gamle Oslo,59.90566609,10.77068207,Private room,338,1,11,27/06/2016,0.3,1,0
9604008,Nice apartment (67m2) - balcony & large backyard,13747118,Anethe,,Sagene,59.93767795,10.75533485,Entire home/apt,846,1,4,20/07/2017,0.24,1,0
9605750,"Spacious, modern, & supercentral apartment",12660682,Linda,,St. Hanshaugen,59.91852259,10.75110798,Entire home/apt,871,3,23,31/07/2018,0.65,1,1
9606117,New Room near City Center,49708542,Agnethe&Anders,,Gamle Oslo,59.90272629,10.78789227,Private room,499,2,162,27/09/2018,4.48,2,0
9611272,"Nordsetergrenda 15 D, nice flat with big veranda.",49726406,Ulrika,,Nordstrand,59.87010147,10.79850048,Entire home/apt,550,2,3,23/08/2016,0.11,2,0
9619916,"20minutes walking/Sentralstasjon
PlaceAwayfromHome",49721918,Rosela,,Gamle Oslo,59.9063127,10.77298748,Private room,423,1,387,04/11/2018,10.73,1,257
9622084,Rom with a view!,20505941,Eivind Hammersmark,,Grünerløkka,59.93138312,10.78042306,Private room,499,1,0,,,1,0
9628432,Classic apt in Oslo's trendy area,49800046,Sofie,,Gamle Oslo,59.91663444,10.76428567,Entire home/apt,601,1,0,,,1,0
9630231,Peaceful apartment in popular area!,22231414,Håkon,,St. Hanshaugen,59.93339442,10.73913539,Entire home/apt,601,1,2,29/05/2016,0.06,1,0
9633689,Modern central studio with a view,5626019,Oystein,,Gamle Oslo,59.90874376,10.768501,Entire home/apt,694,2,180,06/11/2018,5.38,1,119
9637767,Big familyfriendly apartment,47295728,Ola,,Sagene,59.93831272,10.77415632,Entire home/apt,1303,2,5,09/04/2018,0.16,1,143
9641421,Cozy loft - 10min walk from Central Station,3989300,Atilio + Bea,,Gamle Oslo,59.91375004,10.76821724,Private room,381,3,13,18/11/2018,0.37,1,44
9645874,Perfect located apartment,39532839,Jonas,,Sentrum,59.91944729,10.73029022,Entire home/apt,846,2,20,23/10/2018,0.64,1,357
9646613,Amazing house close to the nature,49877161,Akhtar,,Vestre Aker,59.96818192,10.6539225,Private room,753,1,0,,,1,364
9650761,Quiet place with panorama at edge of Oslos forest,48047628,Henrik,,Vestre Aker,59.97515887,10.64447309,Entire home/apt,981,2,45,12/08/2017,1.27,1,40
9657359,Apartment for rent in Oslo,15972291,Tania,,Nordstrand,59.88207247,10.79165779,Entire home/apt,550,1,1,22/10/2016,0.04,1,0
9665167,"Rosenhoff, Oslo",49949068,Torry,,Grünerløkka,59.93075972,10.77383027,Entire home/apt,601,3,0,,,1,0
9679270,"Apartment - central, modern & quiet area",50006792,Vegard,,Bjerke,59.93289288,10.80125727,Entire home/apt,533,3,6,02/10/2016,0.22,1,0
9681513,Cozy and sunny at Vålerenga,50009660,Siri,,Gamle Oslo,59.90828812,10.79231921,Entire home/apt,601,2,10,19/07/2016,0.28,1,38
9686186,"Central and tranquil in Iladalen, cozy 2 room apt",48199234,Hilde,,Sagene,59.930876,10.75375865,Entire home/apt,702,3,42,20/07/2018,1.44,1,0
9691478,1 bedroom 82 sqm central apartment,50052400,Aina,,St. Hanshaugen,59.92569618,10.74268843,Entire home/apt,1100,2,0,,,1,0
9706178,"Central, charming, family-friendly",6951749,Rita,,Gamle Oslo,59.90730836,10.77456117,Entire home/apt,702,7,0,,,1,0
9706481,Spacious 2br with high standards at Grünerløkka,21717291,Troels,,Grünerløkka,59.9201732,10.76229711,Entire home/apt,804,5,4,13/05/2018,0.27,1,0
9709473,,38761930,Ellen,,Sentrum,59.91020132,10.74707903,Entire home/apt,871,1,0,,,1,0
9709500,Cozy apartment - great location!,50129884,Torstein,,Grünerløkka,59.92673597,10.76035249,Entire home/apt,601,2,7,07/11/2016,0.2,1,89
9711084,Large family friendly Grünerløkka,45157850,Hans Henrik,,Grünerløkka,59.92255917,10.76772591,Entire home/apt,1303,2,3,29/07/2016,0.1,1,0
9720207,"Classy apartment, centrally located",50174493,Ole Kristian,,Frogner,59.92660505,10.72463502,Entire home/apt,1810,3,0,,,1,365
9724425,Centeral colorful apartment,50100116,Eirin,,Grünerløkka,59.92288514,10.79600156,Entire home/apt,550,1,1,30/03/2016,0.03,1,0
9725266,Private room,36410465,Marina,,Gamle Oslo,59.90465618,10.78989149,Private room,296,1,46,15/09/2018,2.33,2,37
9728030,Modern apt. in the heart of Oslo,11304650,Yamile,,Sentrum,59.91096184,10.74673719,Entire home/apt,998,3,194,15/11/2018,5.42,1,138
9730568,rolig familie hjemme,3487023,Alejandro,,Søndre Nordstrand,59.82999634,10.80484676,Entire home/apt,846,1,0,,,2,0
9731643,3 rooms for rent in a lovely house!,8320006,Else,,Nordre Aker,59.95528408,10.79368735,Private room,338,1,15,31/08/2018,0.45,3,324
9731827,3 rooms for rent in a lovely house!,8320006,Else,,Nordre Aker,59.95449971,10.7935882,Private room,338,1,21,31/08/2018,0.59,3,332
9748315,Big and beautiful app w/parking,50129274,Nils,,Sagene,59.94250853,10.77109069,Entire home/apt,1100,1,0,,,1,0
9752622,"Unique penthouse, great sea view",50301692,Gry,,Frogner,59.92621224,10.72743266,Entire home/apt,897,4,3,11/08/2017,0.11,1,62
9756208,"Villa Bugten, private garden and beach in Oslo",50315438,Trude,,Frogner,59.90479087,10.69843338,Entire home/apt,3662,2,38,26/08/2018,1.11,4,297
9757972,Very nice apartment in the downtown with wifi,45418650,Tamara,,Grünerløkka,59.91965722,10.76249169,Entire home/apt,584,2,43,03/09/2018,1.28,2,48
9783157,Central apartment in Oslo,50430830,Kaia,,Grünerløkka,59.9216357,10.76764677,Entire home/apt,601,2,11,09/09/2018,0.31,1,0
9789822,"Hyggelig, stor, praktisk og sentral",50455870,Anette,,Grünerløkka,59.93309004,10.78359297,Entire home/apt,626,1,0,,,1,0
9801053,Bright and spacious 2br apartment at Grünerløkka,50503302,Toril,,Grünerløkka,59.92468825,10.76793192,Entire home/apt,1201,4,14,10/11/2018,0.85,1,147
9804782,Cozy apartment in the heart of Oslo,50519429,Hanna,,Gamle Oslo,59.90216994,10.77385722,Entire home/apt,550,2,4,04/10/2018,1.1,2,60
9807590,Private room Oslo,48612798,Yasemin,,Grünerløkka,59.9207636,10.76165694,Private room,338,4,127,07/06/2018,3.76,1,17
9819279,Apartment in the heart of Oslo45m2,50578994,Ulrik,,Sentrum,59.91178963,10.74668459,Entire home/apt,998,2,8,23/07/2017,0.27,1,0
9819549,Modern flat in classy city park,8561951,Cathrine,,St. Hanshaugen,59.91966162,10.73873824,Entire home/apt,1252,1,0,,,1,0
9823511,Beautiful Kampen in Oslo,50596924,Rolf,,Gamle Oslo,59.91308793,10.78186838,Entire home/apt,601,5,0,,,1,0
9825057,Super-central and cozy studio,4462610,Trine,,Frogner,59.92714517,10.71418311,Entire home/apt,541,7,21,17/03/2018,0.59,1,0
9825410,Holmenkollen - WCH BIATHLON,50605233,Per Edvard,,Vestre Aker,59.96083127,10.66422179,Entire home/apt,1996,3,2,20/03/2017,0.06,1,365
9830627,Charming flat close to Grünerløkka,7928145,Ida,,Grünerløkka,59.92610889,10.77377621,Entire home/apt,753,3,5,18/08/2018,0.14,1,21
9831894,Lovely apartment in Oslo,50635327,Solveig,,Grünerløkka,59.92139553,10.77723989,Entire home/apt,550,1,1,25/01/2016,0.03,1,0
9837218,Central and nice apartment,39322168,Marie,,Grünerløkka,59.9231519,10.77322985,Entire home/apt,778,3,115,04/11/2018,3.28,1,10
9837727,Most central apartment in Oslo,50660759,Natalie,,Grünerløkka,59.91508663,10.75553919,Entire home/apt,626,8,0,,,1,0
9838781,Beautiful apartment center of Oslo,37581212,Thomas,,Frogner,59.91499241,10.72253843,Entire home/apt,685,1,0,,,1,0
9838820,"Modern & delicate by the waterfront, downtown",10443746,Dmonica,,Gamle Oslo,59.90200256,10.75282999,Entire home/apt,956,2,26,04/06/2018,0.84,1,0
9840663,Luxurious and charming apt. near The Vigeland Park,36429760,Jens Petter,,Frogner,59.92535798,10.72210539,Entire home/apt,897,3,48,11/11/2018,3.02,1,76
9848572,Super central cozy 57m2 apartment,16286084,Oda,,Frogner,59.92505269,10.72857145,Entire home/apt,398,4,26,28/08/2018,0.74,1,5
9849483,1-bedroom apartment - Central Oslo,8342601,Fahreta,,Gamle Oslo,59.90841624,10.78502324,Entire home/apt,575,2,9,26/10/2018,0.3,1,346
9862710,A nice 3 room apartm/home cinema,5359809,Agnieszka,,Bjerke,59.95068965,10.8194007,Entire home/apt,507,1,0,,,1,0
9869971,Central and charming townhouse,6871488,Jonathan,,Sagene,59.93946447,10.76442958,Entire home/apt,846,1,0,,,1,0
9878475,"Cozy apt. in quiet area, close to Munch museum",50801817,Kristian,,Gamle Oslo,59.91468176,10.79137102,Entire home/apt,601,5,3,10/09/2017,0.11,1,0
9883154,"Central, modern apartment in Oslo",32117395,Hans Christian,,Grünerløkka,59.91830571,10.75997064,Entire home/apt,897,2,14,09/08/2018,0.45,1,203
9898270,"Modern, familyfriendly apartment in Nydalen",50908432,Marcus,,Nordre Aker,59.95070956,10.77428684,Entire home/apt,990,2,28,22/10/2018,0.98,1,54
9899327,"Lindebergåsen 15a, OSLO",50912200,Kristin,,Alna,59.92778151,10.87095307,Entire home/apt,482,1,25,31/08/2017,0.74,1,0
9902467,sognsvann dorm,41698591,Un Sun,,Nordre Aker,59.96512499,10.73279475,Private room,152,14,0,,,1,0
