id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9904349,Cosy flat just 2 min from the airport train,23910761,Julia,,Frogner,59.91395574,10.72074697,Entire home/apt,871,3,305,01/11/2018,8.64,1,149
9915244,Charming Apartment central in Oslo 1-2 guests.,50977465,Julia,,Gamle Oslo,59.90145188,10.7664364,Entire home/apt,634,1,9,29/08/2018,1.84,1,0
9921144,Central penthouse with great view,50099784,Kjetil,,Sagene,59.93690351,10.75652851,Entire home/apt,550,1,7,18/05/2018,0.33,1,14
9923324,"Pleasant, cozy and warm apartment in Grünerløkka",11461998,Catharina,,Grünerløkka,59.92881585,10.76305948,Entire home/apt,499,7,0,,,1,13
9929791,Private basement apartment in family home in Oslo,51042553,Nadine,,Nordstrand,59.85270594,10.80309868,Entire home/apt,338,2,38,04/03/2018,1.5,1,317
9930712,Big luxury apartm. in central Oslo,913973,Ole,,Frogner,59.92683715,10.71464454,Entire home/apt,753,2,3,20/08/2018,0.09,1,0
9943318,"Great apartment – Grünerløkka, Oslo",50432207,Ingeborg,,Grünerløkka,59.91711732,10.76113697,Entire home/apt,846,1,17,10/09/2017,0.56,1,364
9955597,Charming apartment in Grünerløkka,51159412,Nina,,Grünerløkka,59.92300557,10.76496843,Entire home/apt,719,2,17,23/09/2018,0.48,1,0
9962012,Charming apt in the West End area,2508291,Anniken,,Frogner,59.91967075,10.71066077,Entire home/apt,1150,3,0,,,1,296
9962493,Oslo sky,31532709,Robert,,Gamle Oslo,59.90200809,10.7738188,Entire home/apt,1802,2,31,04/08/2018,0.88,1,365
9964562,Super Central Studio Apartment,51204914,Liv,,Frogner,59.92151115,10.73079878,Entire home/apt,389,2,10,02/04/2017,0.44,2,0
9968910,Beautiful newly renovated apartment,51227060,Simen,,Sagene,59.93540674,10.76322094,Entire home/apt,1201,7,1,08/05/2016,0.03,1,364
9970940,Charming apt. at Nedre Kampen,44492864,Ann Kristin,,Gamle Oslo,59.91309343,10.77874542,Entire home/apt,440,3,22,06/09/2018,1.03,1,0
9971718,Leilighet ved Frognerparken,35496872,Espen,,Frogner,59.92538345,10.71253114,Entire home/apt,601,1,2,08/07/2017,0.06,1,0
9976627,Cozy apartment in the green area of Oslo ..,24315148,Khalid,,Grorud,59.9510199,10.87012764,Private room,381,7,0,,,1,177
9984138,Cosy room in shared apartment,37006968,Marthe,,Gamle Oslo,59.90825418,10.77969971,Private room,550,5,0,,,1,0
9994299,"Small, cozy apartment, sentral Oslo",51345355,Monica,,Grünerløkka,59.93036854,10.7800717,Entire home/apt,465,2,11,02/09/2018,0.55,1,0
10005156,Nice and central apartment,22579105,Kristine,,Gamle Oslo,59.91626246,10.77445451,Entire home/apt,702,2,2,21/05/2018,0.29,2,0
10005587,Cozy apartment near Oslo harbor,1127821,Jayson,,Frogner,59.91285077,10.72034871,Private room,651,1,9,19/02/2016,0.26,2,0
10007755,Apartment by the sea. Close to the opera house,28220804,Mikael Ville Pran,,Gamle Oslo,59.90338086,10.7592028,Entire home/apt,1184,15,7,30/08/2016,0.24,1,0
10025874,Cosy Grünerløkka apartment,51477938,Kristina,,Grünerløkka,59.92804839,10.76704408,Private room,601,2,1,22/12/2015,0.03,1,0
10033261,"Koselig leilighet på Bjølsen, Oslo.",51507321,Kristin Julianne,,Sagene,59.9456117,10.76257024,Entire home/apt,601,7,5,15/08/2018,0.2,1,59
10045966,1-roms leilighet i Oslo sentrum,8625625,Kajsa,,St. Hanshaugen,59.91702993,10.74897598,Entire home/apt,677,1,0,,,1,0
10054620,Room in Oslo for rent,51600549,Benedicte,,St. Hanshaugen,59.93692547,10.74704911,Private room,228,2,3,26/01/2018,0.09,1,0
10068684,Hyggelig lejlighed nær Oslo centrum,25594786,Maria,,Gamle Oslo,59.91225968,10.77308568,Entire home/apt,702,2,14,23/09/2018,0.4,1,0
10082077,Modern appartment in central Oslo,15988728,Tonje,,St. Hanshaugen,59.92854911,10.74971232,Entire home/apt,601,2,10,04/09/2016,0.3,1,2
10086611,Oslo central station apartment,51757615,Lisbeth,,Gamle Oslo,59.9113259,10.76589939,Entire home/apt,1303,2,47,10/12/2017,1.38,2,21
10101528,Style Central Apartment in Oslo.,51838407,Prince,,Gamle Oslo,59.90342871,10.7723996,Entire home/apt,719,2,8,19/08/2018,0.23,1,364
10111524,High standard and central apartment,51890844,Hanne Christine Mjøen,,Grünerløkka,59.92613536,10.76180035,Entire home/apt,1159,1,0,,,1,0
10119284,Ensjøbyen,51930125,Torgeir,,Gamle Oslo,59.91674268,10.78885687,Entire home/apt,601,14,3,16/09/2016,0.09,1,0
10127201,Charming apartment in the heart of Oslo,51972858,Sanna Skepp,,Gamle Oslo,59.91301533,10.7685824,Entire home/apt,601,4,12,07/11/2016,0.34,1,0
10128633,loftsleilighet på Briskeby,51979423,Arvid,,Frogner,59.92232503,10.71938908,Entire home/apt,846,1,0,,,1,0
10131499,Apartment in modern building,9497966,Giorgio,,Østensjø,59.86859944,10.83750397,Entire home/apt,1049,3,11,20/08/2018,0.37,1,340
10133111,Tjuvholmen,52002089,David,,Frogner,59.90850932,10.72210233,Entire home/apt,897,1,0,,,1,0
10140603,Delicate and modern in central Oslo,52016199,Kim,,Grünerløkka,59.91673206,10.76108838,Entire home/apt,1810,1,72,20/07/2018,2.05,1,364
10143676,Beautifully renovated room in trendy Grünerløkka,7100166,Marion,,Grünerløkka,59.92638999,10.75646411,Private room,499,2,67,07/11/2018,3.07,1,0
10158386,Sunny apartment in a central area,52141441,Roberto,,Frogner,59.92304552,10.73024916,Entire home/apt,567,5,34,13/09/2017,0.98,1,0
10166363,"Retro loft apartment, near urban Grunerløkka",52187614,Magnus,,Sagene,59.93381486,10.77274755,Entire home/apt,601,1,3,27/12/2017,0.16,1,339
10171385,Your Home Away from Home in Frogner,52221170,Judy & Magnus,,Frogner,59.91745865,10.71399146,Entire home/apt,897,6,38,16/09/2018,1.12,1,9
10175385,Sjarmerende leilighet med uteplass,21722047,Live,,Gamle Oslo,59.911434,10.77403338,Entire home/apt,406,5,15,15/10/2017,0.44,1,276
10181954,Carl Berner Hub,22156992,Trond,,Grünerløkka,59.92582362,10.77464936,Entire home/apt,499,2,21,02/04/2018,0.65,1,0
10185305,Design apartment in urban Grønland,52307688,Anne,,Gamle Oslo,59.91306397,10.76648392,Entire home/apt,1159,2,16,05/09/2018,0.47,1,364
10188728,"Central, bright & spacious 1BR/1BA",52328382,Kjetil Og Hilde,,St. Hanshaugen,59.92122596,10.73748516,Entire home/apt,854,1,92,11/11/2018,2.79,1,305
10199629,"Spacious, light room - lovely view",52396176,Kjetil,,Grünerløkka,59.92980182,10.77349028,Private room,347,1,7,26/08/2018,0.45,2,0
10201506,"Central, cozy and modern apartment",31892409,Christofer,,Frogner,59.92963628,10.71767512,Entire home/apt,1303,3,11,26/07/2018,0.32,1,32
10201828,Top modern 3 floors loftapartment,9455744,Patricia,,St. Hanshaugen,59.93479311,10.74223894,Entire home/apt,1895,3,1,23/02/2017,0.05,1,14
10214648,Cosy and modern flat in trendy area of Oslo,37202615,Wenche Yoon,,Grünerløkka,59.927039,10.76750662,Entire home/apt,846,2,18,01/08/2018,0.52,1,30
10223720,Charming apartment close to city centre,36212593,Sunniva,,Gamle Oslo,59.90616635,10.7736485,Entire home/apt,499,3,9,02/04/2018,0.34,1,0
10226623,Studio-apartment in central Oslo,52551579,Ann,,Sentrum,59.91029532,10.74530049,Entire home/apt,1142,5,2,04/08/2016,0.07,1,0
10228267,Fram room in  Villa Bugten Oslo,50315438,Trude,,Frogner,59.90489759,10.69860549,Private room,1497,1,7,23/07/2016,0.21,4,337
10260110,Lille-Tøyen hageby,25304568,Trine Myren,,Grünerløkka,59.92002548,10.78485327,Entire home/apt,1480,5,0,,,1,0
10264725,Kon-Tiki room in Villa Bugten,50315438,Trude,,Frogner,59.90435273,10.69908237,Private room,897,1,9,27/09/2018,0.28,4,10
10265406,Dream rooms with private beach next to Kon-Tiki,50315438,Trude,,Frogner,59.90479149,10.69907898,Private room,1996,2,1,08/08/2016,0.04,4,364
10286947,Trendy apartment in central Oslo,32685455,Karoline,,Grünerløkka,59.92045839,10.76505435,Entire home/apt,998,3,41,08/10/2017,1.19,1,0
10287029,"Montebello, room & bathroom",1186634,Anne Marit,,Ullern,59.93743297,10.65900642,Private room,482,30,3,31/10/2018,0.17,1,229
10294937,Tradionally and historic Oslo villa,52964337,Trygve,,Østensjø,59.89553761,10.84594435,Entire home/apt,1497,5,1,02/08/2018,0.27,1,188
10306194,In the heart of Oslo,53027807,Karianne,,Nordre Aker,59.94517488,10.74835572,Entire home/apt,1548,5,5,24/07/2016,0.17,1,1
10327568,Central to the city and all tourist attractions.,50278306,Eva,,Frogner,59.91544234,10.70916241,Entire home/apt,846,2,26,11/11/2018,1.03,1,73
10329640,"Super central, modern apartment",53155698,Erik,,Gamle Oslo,59.91032433,10.76602857,Entire home/apt,550,2,0,,,1,0
10347607,Majorstuen House A/S,53257012,Charlotte,,Frogner,59.92718326,10.7221453,Entire home/apt,956,1,0,,,1,0
10349678,Charming studio behind the Castle,9672612,Helene,,Frogner,59.91958188,10.72150266,Entire home/apt,465,2,11,13/08/2016,0.38,1,0
10356737,"Bakkehaugen, Tåsen",53298631,Morten,,Nordre Aker,59.94706171,10.75693303,Entire home/apt,601,3,0,,,1,0
10357247,Oslo,51206315,Hans,,Frogner,59.92007699,10.70522661,Entire home/apt,254,6,2,06/12/2016,0.08,1,0
10357353,"Charming and central apartment, Grünerløkka",10119378,Victoria,,Grünerløkka,59.93153248,10.76303869,Entire home/apt,592,1,5,19/06/2017,0.17,1,0
10357540,"St.hanshaugen 2 rom loft leilighet 28 square ,",6453680,Hanna,,St. Hanshaugen,59.92190738,10.73849022,Entire home/apt,601,2,33,20/08/2018,1.46,1,26
10357862,"Fun, spacious apt w/ping pong table",11254053,Hanna,,St. Hanshaugen,59.92979846,10.73154498,Entire home/apt,1353,3,12,30/08/2018,0.39,2,328
10359565,SJØLYST - Lekker 2-roms.,25981424,Thomas,,Ullern,59.92223145,10.67891066,Entire home/apt,651,183,11,05/06/2018,0.54,1,346
10360070,House in Holmenkollen,53321175,Joachim,,Vestre Aker,59.96188911,10.66891605,Entire home/apt,3502,3,2,19/02/2017,0.06,1,364
10360815,Newly renovated apartement in Oslo,53325077,Jon Atle,,Gamle Oslo,59.91231795,10.7917205,Entire home/apt,829,3,1,26/01/2016,0.03,1,0
10361741,Cosy flat in the centre of Oslo,23265363,Trond,,Frogner,59.92398357,10.71379348,Entire home/apt,601,1,0,,,1,0
10363808,"Panorama, Mulighet for lengre leie",24668127,Stig,,Gamle Oslo,59.9029029,10.78167248,Entire home/apt,897,3,51,24/10/2018,1.56,1,364
10364471,Addtional guests,1127821,Jayson,,Frogner,59.91180767,10.71945725,Shared room,448,1,0,,,2,0
10371771,Charming appartment on Kampen,49881254,Liv-Heidi,,Gamle Oslo,59.91349609,10.7820518,Entire home/apt,592,10,22,05/05/2018,0.63,1,0
10372780,"Charming, classic Oslo apartment",46375634,Ida,,Gamle Oslo,59.90735457,10.77582228,Entire home/apt,634,100,1,01/03/2016,0.03,1,358
10373734,Room in a modern loft apartment in the city center,10658884,Maya,,Frogner,59.91480256,10.72396465,Private room,592,2,58,23/10/2018,1.72,1,321
10384028,Central apartment Bislett. Cosy small flat.,53454740,Ingunn,,Frogner,59.92231847,10.72979986,Entire home/apt,677,3,5,25/09/2016,0.18,1,0
10386098,New 3-bedroom apartment from 2015,24441987,Liang,,Grünerløkka,59.92061855,10.78914019,Entire home/apt,550,1,0,,,2,0
10388597,Central Scandinavian style apt.,53481640,Siri,,Grünerløkka,59.92564605,10.75663088,Entire home/apt,499,26,0,,,1,0
10389234,"Central, modern apt. Great view!",48122368,Henriette,,Sentrum,59.91064802,10.74506771,Entire home/apt,1049,2,38,03/09/2017,1.09,1,0
10394991,new and quite 2 bedrooms in Oslo,24441987,Liang,,Grünerløkka,59.92138721,10.79035295,Private room,254,1,0,,,2,0
10407961,"Villa with fjordview, breakfast included.",53594234,Gina,,Nordstrand,59.86189321,10.78841566,Private room,541,2,16,02/09/2018,0.91,1,79
10417485,Central Oslo with a view,2696810,Jonas,,St. Hanshaugen,59.92065911,10.74805147,Entire home/apt,804,5,0,,,1,70
10417845,Brand new apartment,53655559,Hannah,,Grünerløkka,59.93110672,10.79026875,Entire home/apt,846,7,0,,,1,0
10417886,"Classy retro, 12 min to city centre",32730905,Øystein,,Sagene,59.93412722,10.76372622,Entire home/apt,651,2,32,03/02/2018,0.94,1,0
10428865,Cozy and central place in Oslo,53714706,Karin,,Frogner,59.91978526,10.73295301,Entire home/apt,533,6,3,31/07/2017,0.13,1,0
10430106,"Central beautiful apartment, quiet",4260542,Vanessa,,Ullern,59.92332159,10.69009172,Entire home/apt,499,2,2,01/02/2016,0.06,1,0
10431101,Modern family home in Oslo,8338433,Stein,,Ullern,59.92949076,10.66137439,Entire home/apt,2216,4,27,08/10/2018,0.92,1,277
10453811,Townhouse 15 min from Oslo S,6710678,Christoffer,,Nordstrand,59.89017277,10.79682847,Entire home/apt,998,3,0,,,1,0
10461999,Great new apartment downtown,53908294,John,,Gamle Oslo,59.91248277,10.76000048,Private room,516,1,228,04/11/2018,6.77,1,61
10462025,Klosterhagen,53908319,(Email hidden by Airbnb),,Gamle Oslo,59.90379962,10.77246037,Entire home/apt,947,2,11,16/10/2016,0.32,1,358
10465617,Apartment at Bjølsen,53929091,Tim,,Sagene,59.94369241,10.76202142,Entire home/apt,507,1,1,09/06/2016,0.03,1,0
10481135,Modern luxury at Majorstuen - free indoor parking,53296812,Rikke,,Frogner,59.93402545,10.71573549,Entire home/apt,1649,2,19,19/08/2018,0.58,1,178
10489339,Cosy room on Alexander Kiellands pl,45080607,Tone,,Sagene,59.92970687,10.75064939,Private room,406,1,19,18/03/2018,0.56,1,48
10490814,Fredensborgveien 41B,54079654,Daniel,,Grünerløkka,59.92053079,10.74963061,Entire home/apt,1294,1,0,,,1,0
10499544,Spanskkurs,54130446,Torstein,,Frogner,59.92465203,10.7316866,Private room,406,1,0,,,1,0
10506432,"Comfortable, cozy apartment in Oslo",7427719,Elise,,Grünerløkka,59.92209092,10.77147194,Entire home/apt,541,5,4,22/07/2017,0.14,1,0
10512297,Holmenkollen is the best place in Oslo.,54200291,Mattias,,Vestre Aker,59.95743528,10.65672944,Entire home/apt,998,5,0,,,1,16
10512764,Central and idyllic apartment,4684206,Kine,,Frogner,59.92403297,10.71664728,Entire home/apt,753,5,0,,,1,0
10514882,"Modern apartment, very central",54212403,Adam,,Frogner,59.92928458,10.71581467,Entire home/apt,423,1,0,,,1,0
10516689,Charming apartment,54221739,Espen André,,Marka,59.96771551,10.76649983,Entire home/apt,398,1,1,12/01/2016,0.03,1,0
10518709,Charming Bislett,26320087,Ulrikke,,St. Hanshaugen,59.92938474,10.7351023,Entire home/apt,550,10,1,01/03/2016,0.03,1,0
10520988,Cosy apartment with a fireplace,628587,Grete,,Sagene,59.93355339,10.76682175,Entire home/apt,592,2,7,15/10/2017,0.21,1,0
10522142,Luxurious Detached House at Frogner,54250685,Soon-Mi,,Frogner,59.91826985,10.69449405,Private room,499,2,42,19/06/2018,1.26,1,299
10531356,"Two bedrooms apartment, not far away from centrum",54306874,Heidi,,Nordstrand,59.90000081,10.80528557,Entire home/apt,651,4,8,24/08/2017,0.26,1,0
10531501,Townhouse in Oslo city centre,30957312,Timothy,,St. Hanshaugen,59.91595763,10.75410299,Entire home/apt,601,5,1,11/07/2016,0.03,1,0
10543681,Nice room in great area,6093158,Amanda,,St. Hanshaugen,59.92735458,10.74865604,Private room,330,14,3,15/07/2018,0.09,1,34
10548086,"Amazing view, close to The Old Town (Gamlebyen)",18333505,Herman,,Gamle Oslo,59.90160161,10.77925428,Entire home/apt,499,6,37,25/08/2018,1.41,1,24
10554747,Lovely family apartment,5520601,Lise,,Gamle Oslo,59.91391497,10.79274045,Entire home/apt,702,2,1,07/05/2016,0.03,1,0
10555943,Rosenhoff,53077257,Trond Øivind,,Grünerløkka,59.92889056,10.77541408,Entire home/apt,990,7,0,,,1,0
10557783,Oslo City,39228352,Alain Timothee,,Frogner,59.91860684,10.70152745,Entire home/apt,8458,1,3,22/08/2016,0.1,1,323
10561630,Luxury Apartment with Roof Terrace,158690,Mia,,Grünerløkka,59.92641549,10.75158236,Entire home/apt,1015,2,29,14/10/2018,0.85,1,6
10562314,"Apartment in Norwegian ""national romantic"" house",54480036,Ana,,Ullern,59.93067282,10.67310971,Entire home/apt,804,2,43,06/11/2018,1.63,1,171
10567111,Koselig leilighet på Voksen,54507923,Bibba,,Vestre Aker,59.95262697,10.65647974,Entire home/apt,727,5,0,,,1,0
10567157,Hyggelig familieleilighet på grensen til Østmarka,54503428,Knut,,Alna,59.91581954,10.85215141,Entire home/apt,846,2,15,31/10/2018,0.85,1,53
10570930,"Central, spacious and cosy in Oslo",54527168,Caroline,,St. Hanshaugen,59.92933734,10.73421261,Entire home/apt,998,2,0,,,1,0
10580216,"Separat ett-roms, separate one bedroom flat.",14238109,Håvard,,Grünerløkka,59.92963568,10.77978687,Entire home/apt,499,2,9,30/08/2018,0.3,1,17
10583429,Tiny apartment of awesomeness!,49393478,Per,,Gamle Oslo,59.90098946,10.77233777,Entire home/apt,372,1,1,13/02/2016,0.03,1,0
10590728,Nice and clean central apartment,54641102,Carl,,Grünerløkka,59.92934143,10.7778094,Entire home/apt,601,3,0,,,1,0
10591773,Unique apartment at Grünerløkka,20480292,William,,Grünerløkka,59.92531559,10.7653076,Entire home/apt,1303,2,1,24/08/2016,0.04,1,0
10591785,"Vestkanttorget, Majorstua",15594898,Nina,,Frogner,59.92353375,10.71632412,Entire home/apt,702,1,0,,,1,190
10593142,"50sqm Central,modern apartment in Oslo-No cleanfee",18258227,Vidar,,Gamle Oslo,59.91735977,10.76412553,Entire home/apt,897,1,42,11/11/2018,4.47,1,66
10593587,Modern and central next to Botanical Garden,54657011,Siv,,Grünerløkka,59.92071247,10.77430651,Entire home/apt,753,4,3,22/03/2018,0.19,1,0
10599840,Nice private room near city centre,54694530,Pål,,Alna,59.91426849,10.81460029,Private room,440,3,0,,,1,0
10602708,"Centrally located, 3rd floor. Quiet",54259525,Erling,,Frogner,59.92635226,10.72679926,Entire home/apt,1023,1,0,,,1,0
10603410,3 beds. Central Oslo. Balcony. Retro Standard,54713234,Eirik,,Sagene,59.93161673,10.75401206,Entire home/apt,2021,4,29,14/08/2018,0.85,1,88
10604937,Grefsen,16887059,Brit,,Nordre Aker,59.95668148,10.79667785,Entire home/apt,398,3,74,06/08/2018,2.34,1,323
10606662,Beautiful 5 star Apt in Upscale City Center Area⭐️,54651809,Bjornar,,Frogner,59.9191751,10.70872445,Entire home/apt,1599,2,112,11/11/2018,4.97,1,1
10613375,Perfect 2 bedroom apartment 15min from citysenter!,46429234,Trine,,Alna,59.91404251,10.82026179,Entire home/apt,846,3,4,10/06/2018,0.12,2,7
10628514,Tonje Madeleine Ellingsen Ringvold,36970780,Tonje Madeleine,,Sagene,59.94163923,10.77235597,Entire home/apt,761,2,3,05/06/2016,0.1,1,0
10642979,"nyoppusset leilighet, balkong",22769930,Siv Elin,,Gamle Oslo,59.91229356,10.77121127,Entire home/apt,1083,1,0,,,1,0
10644308,,54961488,Sindre,,Nordre Aker,59.96501765,10.73911216,Entire home/apt,398,3,2,28/02/2016,0.06,1,0
10649685,3 br Quiet garden Cozy house by the Sculpture park,35398256,Kathrine,,Ullern,59.93287323,10.6924868,Private room,753,2,61,02/09/2018,1.78,1,41
10650239,"cosy, close to city and ski resort",31275733,Line,,Ullern,59.93535179,10.63923419,Entire home/apt,846,1,0,,,2,0
10654276,Quiet and child friendly area,55022312,Alexander,,Østensjø,59.89725788,10.84964768,Entire home/apt,930,27,0,,,1,0
10668435,Central 2br loft apartment in Oslo,1801942,Anette & Terje,,St. Hanshaugen,59.93485249,10.74175298,Entire home/apt,1514,1,0,,,1,0
10674156,Quiet and central room,32080740,Stina,,Grünerløkka,59.93375336,10.77909918,Private room,296,1,106,04/11/2018,3.08,1,111
10677573,"Beautiful, spacious and central",55152616,David,,Frogner,59.91186582,10.70641891,Entire home/apt,1996,5,1,09/08/2016,0.04,1,0
10677862,Sparkling new studio apt. in a great place,52328189,Sutharsan,,Grünerløkka,59.93206798,10.79951157,Entire home/apt,499,1,128,11/11/2018,3.96,2,342
10680145,Comfy room in a welcoming home,55165021,Joakim,,St. Hanshaugen,59.92389178,10.7355656,Private room,186,7,1,29/02/2016,0.03,1,0
10691304,Central newly renovated apartment,45423222,Lars,,Grünerløkka,59.92904215,10.766772,Entire home/apt,651,2,5,21/10/2018,0.96,1,0
10694578,Soulful flat located centrally,7840440,Ingrid Marie,,Gamle Oslo,59.9167829,10.76532866,Entire home/apt,770,5,8,01/09/2018,0.24,1,5
10696463,Charming and central apartment,1726741,Pernille,,Frogner,59.92973642,10.71973174,Entire home/apt,753,5,0,,,1,0
10698488,Cozy room in inviting apartment,55274056,Wie Lie,,Ullern,59.92308973,10.67967739,Private room,398,1,74,16/09/2018,2.35,1,303
10704135,"Central, spacious 1b apt + balcony",40504137,Kat,,St. Hanshaugen,59.91884218,10.74917165,Entire home/apt,922,3,1,09/05/2016,0.03,1,0
10704410,Spacious 112 m2 - 2 bedrooms - 2 bathrooms,20145659,Øivind,,Frogner,59.92200657,10.73192235,Entire home/apt,2504,5,7,01/12/2017,0.26,1,89
