id,host_id,host_name,room_type,price,minimum_nights
3495,34672726,Odd,Entire home/apt,719,6
3496,34678846,Vilde,Private room,304,1
3497,34678846,Vilde,Entire home/apt,753,5
3498,34687238,Juana & Tor Kristian,Private room,533,2
3499,34691051,Martin,Entire home/apt,550,3
3500,34706060,Anna,Entire home/apt,677,2
3501,34712375,Ann-Kristin D.,Entire home/apt,947,1
3502,34712690,Sandra,Entire home/apt,804,3
3503,34718379,Stian,Entire home/apt,567,4
3504,34730726,Pï¿½ï¿½ï¿½,Entire home/apt,863,3
3505,34753685,Richard,Entire home/apt,846,1
3506,34754639,Synnï¿½ï,Entire home/apt,998,2
3507,34758912,Norvald E,Private room,660,2
3508,34762513,ýýyvind,Entire home/apt,601,5
3509,34807810,Ida,Entire home/apt,601,5
3510,34817418,Linnï¿½,Entire home/apt,795,4
3511,34819092,Markus,Entire home/apt,1049,2
3512,34819092,Markus,Private room,254,1
3513,34829988,Henriette,Entire home/apt,702,2
3514,34836233,Aina,Entire home/apt,804,3
3515,34838456,Tor,Entire home/apt,998,3
3516,34846490,Morten,Entire home/apt,947,3
3517,34849091,Marion,Entire home/apt,947,3
3518,34855612,Egil Andreas,Entire home/apt,550,1
3519,34885749,Tor,Entire home/apt,846,3
3520,34886796,Martin,Entire home/apt,1700,2
3521,34903204,Sebastian,Entire home/apt,423,3
3522,34907532,Andre,Entire home/apt,1100,9
3523,34916939,Bettina,Entire home/apt,499,3
3524,34964670,Thomas,Private room,601,1
3525,34975773,Maja,Entire home/apt,389,2
3526,34975773,Maja,Entire home/apt,846,4
3527,34977033,Mads,Private room,296,1
3528,35009448,Sophie,Entire home/apt,761,2
3529,35011307,Kristine Gausereide,Entire home/apt,601,2
3530,35045347,Ingrid,Private room,753,3
3531,35050341,Johanna,Entire home/apt,710,1
3532,35053211,Cecilie,Entire home/apt,1049,1
3533,35075152,Bo,Entire home/apt,1201,3
3534,35094138,Karen,Entire home/apt,998,1
3535,35137017,Roar,Entire home/apt,1015,2
3536,35137017,Roar,Entire home/apt,1049,2
3537,35161722,Marcus,Entire home/apt,998,5
3538,35201546,Bjarne,Entire home/apt,651,4
3539,35212209,Jï¿½ï¿½,Entire home/apt,702,7
3540,35215603,Wiweke,Entire home/apt,947,2
3541,35228532,John Erik,Entire home/apt,541,3
3542,35275334,Irina,Entire home/apt,550,2
3543,35281410,Mel,Entire home/apt,947,2
3544,35286375,Geir,Private room,398,1
3545,35287667,Stine,Entire home/apt,804,6
3546,35301593,Sylvia,Private room,398,3
3547,35301593,Sylvia,Entire home/apt,897,3
3548,35305643,Ida Sophie,Entire home/apt,668,1
3549,35308430,Mirja,Entire home/apt,787,2
3550,35308430,Mirja,Entire home/apt,1497,2
3551,35317853,Svein Gisle,Entire home/apt,804,2
3552,35323186,Linn,Entire home/apt,601,2
3553,35330494,Orlando,Private room,398,2
3554,35330494,Orlando,Entire home/apt,592,1
3555,35350867,Fredrik,Entire home/apt,787,2
3556,35352292,Jan-Eirik,Private room,702,1
3557,35359613,Ole,Private room,398,1
3558,35396350,Mikkel,Entire home/apt,998,5
3559,35398256,Kathrine,Private room,753,2
3560,35399022,Grigoris,Private room,499,4
3561,35412333,Jonas,Entire home/apt,1996,4
3562,35447746,Ida,Entire home/apt,812,3
3563,35457232,Karianne,Entire home/apt,677,8
3564,35460630,Antti,Entire home/apt,998,2
3565,35465684,Miriam,Entire home/apt,804,2
3566,35467608,Claire,Entire home/apt,753,1
3567,35475568,Filip,Entire home/apt,685,2
3568,35496872,Espen,Entire home/apt,601,1
3569,35501155,Ann Helï¿½,Private room,651,1
3570,35501155,Ann Helï¿½,Private room,651,1
3571,35504340,Pethra,Entire home/apt,1387,1
3572,35535810,Andreas,Entire home/apt,998,2
3573,35546973,Marja-Liisa,Entire home/apt,753,1
3574,35550286,Thomas,Entire home/apt,1497,3
3575,35564820,Iris,Entire home/apt,440,3
3576,35566369,Travis,Private room,398,1
3577,35566427,Robin,Private room,601,7
3578,35603272,Baard,Entire home/apt,1802,2
3579,35651071,Edvard,Entire home/apt,3003,4
3580,35695066,Jï¿½ï¿½ï¿½ï¿½,Entire home/apt,837,3
3581,35708573,Fredrikke Sofie,Entire home/apt,770,3
3582,35715269,Dino,Entire home/apt,880,4
3583,35720031,Peer,Entire home/apt,913,2
3584,35720132,Kristine,Entire home/apt,897,2
3585,35724376,Bernt,Entire home/apt,474,3
3586,35727778,Maria,Entire home/apt,1100,7
3587,35758799,Halvor,Entire home/apt,795,1
3588,35772097,Kï¿½ï,Entire home/apt,897,6
3589,35773123,Ingvild,Entire home/apt,499,3
3590,35793963,Julie,Entire home/apt,389,1
3591,35802233,Christina,Entire home/apt,499,1
3592,35807933,Kjetil,Entire home/apt,1497,7
3593,35846326,Nina C.,Entire home/apt,516,3
3594,35847124,Anne,Entire home/apt,398,1
3595,35848992,Morten,Entire home/apt,1996,5
3596,35866637,June,Entire home/apt,651,2
3597,35884422,Mubeen,Entire home/apt,601,3
3598,35884683,Camilla,Entire home/apt,846,5
3599,35886332,Ole,Entire home/apt,643,1
3600,35886998,Anne,Entire home/apt,998,5
3601,35900759,Heather,Entire home/apt,474,1
3602,35906857,Kristian&Amar,Private room,398,2
3603,35933890,Alex,Entire home/apt,913,2
3604,35933890,Alex,Entire home/apt,753,2
3605,35948904,James,Private room,499,1
3606,35962098,Emilie,Entire home/apt,702,5
3607,35985568,Kjetil,Entire home/apt,550,30
3608,35992026,Linn,Entire home/apt,499,5
3609,36021129,Jenny,Entire home/apt,1201,4
3610,36029274,Liv,Entire home/apt,1345,3
3611,36033700,Bjï¿½ï,Entire home/apt,964,4
3612,36053433,Ivar,Entire home/apt,837,1
3613,36074041,Christine,Entire home/apt,998,3
3614,36074041,Christine,Entire home/apt,998,5
3615,36079854,Eline,Entire home/apt,998,4
3616,36101467,Tuva,Entire home/apt,677,2
3617,36111481,Isabel,Entire home/apt,558,6
3618,36112675,Ella,Private room,372,1
3619,36112675,Ella,Private room,541,1
3620,36123074,Lisa,Entire home/apt,702,14
3621,36130390,Eline,Entire home/apt,601,200
3622,36133499,Beatrice,Entire home/apt,736,1
3623,36136979,Pietro,Entire home/apt,1996,5
3624,36138418,Anne Signe,Entire home/apt,905,2
3625,36141782,Synne ï¿½ï¿,Entire home/apt,398,1
3626,36189259,Matias,Entire home/apt,846,1
3627,36199862,Jonas,Entire home/apt,804,2
3628,36212593,Sunniva,Entire home/apt,499,3
3629,36257134,Mette,Private room,398,1
3630,36282653,Anne,Entire home/apt,998,2
3631,36283133,Terje,Entire home/apt,651,1
3632,36284714,Joachim,Entire home/apt,719,1
3633,36287796,Anja,Entire home/apt,1100,7
3634,36288398,Carl Christian,Private room,846,4
3635,36294139,Olav,Entire home/apt,1599,3
3636,36296104,Iva,Entire home/apt,448,30
3637,36327374,Anne Lise,Entire home/apt,601,2
3638,36327374,Anne Lise,Private room,152,1
3639,36329963,Erlend,Entire home/apt,448,1
3640,36335883,Torill Sjï¿½ï¿,Entire home/apt,491,2
3641,36336661,Lina,Entire home/apt,846,5
3642,36338325,Marirosa,Entire home/apt,897,3
3643,36341953,Nina,Entire home/apt,820,3
3644,36342966,Elisabeth Schjelderup,Entire home/apt,846,1
3645,36353559,Nicolai,Entire home/apt,2301,3
3646,36354676,Vidar,Entire home/apt,1497,2
3647,36354676,Vidar,Private room,601,1
3648,36358354,Elise,Entire home/apt,601,30
3649,36358965,Iselin,Entire home/apt,897,1
3650,36379035,Hanne,Entire home/apt,897,1
3651,36379346,Trine,Entire home/apt,947,3
3652,36379346,Trine,Entire home/apt,1497,3
3653,36404369,Linn,Entire home/apt,499,3
3654,36404454,Ravna,Entire home/apt,727,4
3655,36404454,Ravna,Private room,1133,1
3656,36404454,Ravna,Entire home/apt,1599,4
3657,36404914,Bï¿½ï,Entire home/apt,1252,3
3658,36405823,Tatiana,Private room,347,1
3659,36410465,Marina,Private room,347,4
3660,36410465,Marina,Private room,296,1
3661,36418130,Kristine,Private room,398,1
3662,36421972,Aksel Grindrud,Entire home/apt,702,2
3663,36424346,Maren,Entire home/apt,702,5
3664,36425406,Caroline,Entire home/apt,3003,2
3665,36429760,Jens Petter,Entire home/apt,897,3
3666,36431694,Helene,Entire home/apt,804,1
3667,36434332,Lars Andreas,Entire home/apt,753,1
3668,36434332,Lars Andreas,Entire home/apt,761,1
3669,36434332,Lars Andreas,Entire home/apt,1497,3
3670,36445860,Haakon,Entire home/apt,448,1
3671,36451856,Elife,Entire home/apt,575,2
3672,36467084,Erik,Entire home/apt,482,3
3673,36496350,Hermann,Private room,296,1
3674,36499034,Oskar,Entire home/apt,677,2
3675,36502813,Elisabeth,Entire home/apt,448,1
3676,36516265,Jannicke,Entire home/apt,846,3
3677,36522561,Amira,Entire home/apt,448,3
3678,36533649,Mona,Entire home/apt,651,1
3679,36538128,Ole Gunnar,Entire home/apt,1015,1
3680,36561463,Kristian,Entire home/apt,753,1
3681,36579649,Sindre,Entire home/apt,499,2
3682,36591101,Ou,Entire home/apt,533,1
3683,36595797,Johan,Entire home/apt,897,5
3684,36601548,Johannes,Entire home/apt,448,2
3685,36602005,Aleksandra,Private room,254,1
3686,36608945,Marte,Entire home/apt,947,3
3687,36610501,Celine,Entire home/apt,702,1
3688,36613483,Line Elise,Entire home/apt,888,1
3689,36615413,Anette,Entire home/apt,795,2
3690,36616902,Anette Mari,Entire home/apt,804,5
3691,36626828,Helene,Entire home/apt,1201,1
3692,36640084,Espen,Entire home/apt,499,1
3693,36641530,Torbjï¿½ï,Entire home/apt,668,2
3694,36641853,Njï¿½ï¿½ï¿,Entire home/apt,651,1
3695,36646466,Martine,Entire home/apt,804,2
3696,36648818,Yngvild,Entire home/apt,846,4
3697,36680479,Eivor Hovde,Entire home/apt,516,3
3698,36690160,Kristina,Private room,482,1
3699,36698106,Anders,Entire home/apt,702,5
3700,36698666,Ingrid Andersson,Entire home/apt,913,6
3701,36719563,ýýshild Skinlo,Entire home/apt,897,1
3702,36730123,Elisabeth,Entire home/apt,702,1
3703,36730504,Ingrid,Entire home/apt,702,3
3704,36731447,Hï¿½ï¿½,Private room,347,1
3705,36767526,Knut,Entire home/apt,761,1
3706,36767526,Knut,Private room,761,1
3707,36779000,Iselin,Entire home/apt,787,2
3708,36790638,Hilde,Entire home/apt,601,25
3709,36790638,Hilde,Entire home/apt,491,20
3710,36830090,ýýyvind,Entire home/apt,398,1
3711,36845782,Pierre Wilhelm,Entire home/apt,651,14
3712,36851793,Erlend,Private room,499,2
3713,36852267,Elsebeth,Entire home/apt,601,1
3714,36852267,Elsebeth,Entire home/apt,601,1
3715,36882316,Ragnhild Grongstad,Entire home/apt,1201,2
3716,36892380,Unni,Entire home/apt,897,3
3717,36930615,Silje,Entire home/apt,854,2
3718,36943699,Diana,Entire home/apt,888,1
3719,36945148,Juliet Namuli Birabwa,Entire home/apt,990,3
3720,36949050,Ellen,Entire home/apt,2098,2
3721,36970780,Tonje Madeleine,Entire home/apt,761,2
3722,36971523,Ane Hedvig Heidrunsdotter,Entire home/apt,651,4
3723,36981953,Hosein,Entire home/apt,1802,4
3724,36984909,Lene,Private room,550,2
3725,36984909,Lene,Entire home/apt,846,1
3726,37006968,Marthe,Private room,550,5
3727,37014408,Synnove,Private room,457,1
3728,37014408,Synnove,Entire home/apt,812,1
3729,37017554,Stine Juhl,Entire home/apt,601,3
3730,37031912,Camillla,Entire home/apt,617,3
3731,37045005,Ingar,Entire home/apt,956,1
3732,37059594,Simen Instefjord,Entire home/apt,474,21
3733,37112660,Kristin,Entire home/apt,1201,2
3734,37118839,Ruben,Private room,406,1
3735,37120537,Heidi,Entire home/apt,804,1
3736,37132652,Jesper,Entire home/apt,1996,2
3737,37141720,Lasse,Entire home/apt,778,4
3738,37149327,ýýyvind,Entire home/apt,1201,1
3739,37153123,Tone Kristine,Entire home/apt,330,80
3740,37160595,Jonas,Entire home/apt,846,5
3741,37166025,Eva,Entire home/apt,973,7
3742,37176156,Thea,Entire home/apt,592,3
3743,37202615,Wenche Yoon,Entire home/apt,846,2
3744,37215018,Kushi,Entire home/apt,617,3
3745,37226031,Anine,Entire home/apt,947,1
3746,37242029,Preben,Entire home/apt,702,14
3747,37265294,Rebecca,Entire home/apt,1802,3
3748,37271415,Ole,Entire home/apt,499,1
3749,37298092,Andreas,Entire home/apt,727,5
3750,37300208,Fay Mihelle,Private room,448,2
3751,37300208,Fay Mihelle,Entire home/apt,973,2
3752,37300208,Fay Mihelle,Entire home/apt,1049,3
3753,37300279,Monica,Entire home/apt,499,2
3754,37319864,George,Shared room,804,1
3755,37335392,Evert,Entire home/apt,550,1
3756,37393930,Kari Ann,Entire home/apt,939,6
3757,37394363,Bjarne,Entire home/apt,643,12
3758,37432543,Ingrid,Private room,254,2
3759,37432543,Ingrid,Private room,271,2
3760,37455175,Linn,Private room,448,1
3761,37455484,Sarah,Entire home/apt,533,5
3762,37458256,Merethe,Private room,347,1
3763,37470043,Ray,Entire home/apt,998,1
3764,37475428,Anne Silje,Entire home/apt,601,15
3765,37488388,Maria Josefine,Entire home/apt,1886,3
3766,37488435,Tobias,Entire home/apt,897,2
3767,37581212,Thomas,Entire home/apt,685,1
3768,37640975,Lasse,Entire home/apt,947,2
3769,37641056,Mons,Entire home/apt,1497,3
3770,37642518,Morten,Entire home/apt,398,2
3771,37646504,Sigrid,Entire home/apt,465,1
3772,37647460,Dag Erik,Entire home/apt,507,3
3773,37658267,Mattis,Entire home/apt,804,2
3774,37683389,Koy&Svein,Private room,321,1
3775,37683389,Koy&Svein,Private room,296,1
3776,37683389,Koy&Svein,Private room,321,1
3777,37683389,Koy&Svein,Private room,321,1
3778,37709352,Kristine,Entire home/apt,1497,7
3779,37743032,Kristine,Entire home/apt,347,2
3780,37751751,Linda,Entire home/apt,499,2
3781,37752150,Oda,Entire home/apt,321,2
3782,37814682,Matthias,Entire home/apt,1100,4
3783,37858701,Lars Petter,Entire home/apt,1201,6
3784,37860385,Jï¿½ï¿½,Entire home/apt,1700,2
3785,37966679,Anne Irene,Entire home/apt,651,1
3786,37982592,Gaurav,Entire home/apt,601,1
3787,37988710,Simen,Entire home/apt,643,2
3788,38011385,Siri Anette,Entire home/apt,947,1
3789,38026018,Asle,Entire home/apt,804,1
3790,38047941,Eline,Entire home/apt,499,1
3791,38053736,Hï¿½ï¿,Entire home/apt,905,500
3792,38069476,Marie,Private room,398,2
3793,38098962,Tomas,Entire home/apt,1100,5
3794,38110904,Jean & Jon,Entire home/apt,550,30
3795,38112986,Henrik Wettre,Entire home/apt,702,5
3796,38160643,Simen,Entire home/apt,998,1
3797,38187921,Trudy,Entire home/apt,1201,1
3798,38228049,Haakon,Entire home/apt,998,1
3799,38230044,Anders,Entire home/apt,702,1
3800,38233265,Gustav,Entire home/apt,947,2
3801,38261426,Agnete,Entire home/apt,1700,3
3802,38283756,Silje,Entire home/apt,592,1
3803,38290406,Hannah,Entire home/apt,398,7
3804,38321268,Ragnhild Johanne & Julia,Private room,533,2
3805,38321268,Ragnhild Johanne & Julia,Entire home/apt,871,4
3806,38323385,Cecilie,Entire home/apt,753,2
3807,38338314,Fredrik,Entire home/apt,685,2
3808,38339745,Terje,Entire home/apt,947,28
3809,38343001,Elisa,Private room,398,2
3810,38343082,Lars,Entire home/apt,3899,3
3811,38343082,Lars,Entire home/apt,5498,4
3812,38363728,Siri,Entire home/apt,998,2
3813,38428095,Sindre,Entire home/apt,905,2
3814,38439891,Einar,Entire home/apt,753,2
3815,38441197,Anders S.,Entire home/apt,846,4
3816,38444450,Mads,Entire home/apt,804,3
3817,38448098,Even,Entire home/apt,575,2
3818,38455488,Jessica,Entire home/apt,1497,1
3819,38460268,Malin Gimle,Entire home/apt,601,3
3820,38474511,Dan,Entire home/apt,846,3
3821,38480854,Simen,Private room,254,1
3822,38491485,Bente,Entire home/apt,1252,5
3823,38518872,Abbie,Entire home/apt,1252,4
3824,38528042,Borge,Entire home/apt,1404,2
3825,38545268,Erik Eugen,Entire home/apt,465,2
3826,38564073,Magnus,Entire home/apt,601,1
3827,38564073,Magnus,Entire home/apt,584,6
3828,38567695,Gï¿½ï¿,Entire home/apt,643,2
3829,38570401,Hanne,Entire home/apt,998,5
3830,38570401,Hanne,Private room,398,3
3831,38587220,Fiona,Entire home/apt,601,2
3832,38604527,Adnan,Shared room,254,1
3833,38641353,Mikkel,Entire home/apt,922,3
3834,38665788,Marthe,Entire home/apt,440,2
3835,38666951,Carina,Shared room,321,1
3836,38669162,Kais,Private room,296,1
3837,38678493,Morten,Entire home/apt,702,4
3838,38687198,Mari,Entire home/apt,947,1
3839,38724184,Per Olaf,Entire home/apt,753,3
3840,38740153,Andreas,Entire home/apt,651,13
3841,38746057,Kia,Entire home/apt,254,10
3842,38752146,Maya And Henning,Entire home/apt,804,30
3843,38761930,Ellen,Entire home/apt,871,1
3844,38768393,Rikke,Entire home/apt,601,4
3845,38773049,Ingunn Og Jï¿½ï¿½,Entire home/apt,702,1
3846,38774826,Andreas Makoto Fukuda,Entire home/apt,1049,1
3847,38774826,Andreas Makoto Fukuda,Entire home/apt,651,1
3848,38836368,Weilin,Private room,93,2
3849,38917847,Pernille,Entire home/apt,448,2
3850,38989834,Roy,Entire home/apt,897,4
3851,39008931,ýýystein,Entire home/apt,990,2
3852,39022552,August,Entire home/apt,753,5
3853,39032550,Marit,Entire home/apt,1303,2
3854,39039490,Maria Lï¿½ï¿½ï,Private room,584,2
3855,39039579,Nils,Private room,347,2
3856,39044127,Stine,Entire home/apt,601,2
3857,39047792,Natalia,Entire home/apt,846,1
3858,39053202,Fabio,Entire home/apt,846,1
3859,39058778,Olof,Private room,347,1
3860,39118815,Ane,Entire home/apt,541,1
3861,39123244,Jesper,Entire home/apt,550,3
3862,39126921,Hilde,Entire home/apt,651,2
3863,39142835,Nathalia,Entire home/apt,1150,7
3864,39156882,Kari,Entire home/apt,947,4
3865,39180938,Morten,Entire home/apt,998,5
3866,39206299,Eline Saanum,Entire home/apt,812,3
3867,39216450,Mette,Entire home/apt,702,2
3868,39219834,Ole Christian,Entire home/apt,601,1
3869,39220656,Thomas,Entire home/apt,1049,3
3870,39228352,Alain Timothee,Entire home/apt,8458,1
3871,39242969,Frederick,Entire home/apt,694,2
3872,39264347,Lars-Erik,Entire home/apt,804,5
3873,39308761,Ingvild,Entire home/apt,550,1
3874,39309021,Joon Gustav,Entire home/apt,457,2
3875,39322168,Marie,Entire home/apt,778,3
3876,39325568,Mona,Private room,338,1
3877,39332670,Berit,Entire home/apt,499,2
3878,39343863,Therese,Entire home/apt,990,4
3879,39376373,Lamin,Private room,1201,1
3880,39410849,EvaLise,Private room,550,1
3881,39426409,Amund,Entire home/apt,1015,2
3882,39430945,Lena,Entire home/apt,550,2
3883,39431372,Daniel,Entire home/apt,677,1
3884,39438671,Tore,Entire home/apt,1142,5
3885,39455518,Jon,Entire home/apt,2800,2
3886,39465180,Christina,Entire home/apt,1252,4
3887,39467494,Eirik,Entire home/apt,990,3
3888,39512439,Rolf,Entire home/apt,702,2
3889,39514158,Lasse,Entire home/apt,550,5
3890,39520342,Knut,Entire home/apt,897,2
3891,39532839,Jonas,Entire home/apt,846,2
3892,39536559,Amanda,Entire home/apt,804,2
3893,39536643,Izabela,Private room,338,1
3894,39570210,Helge,Private room,296,1
3895,39572343,Eivind,Entire home/apt,541,30
3896,39573205,Magne,Entire home/apt,753,1
3897,39574052,Johan,Private room,702,1
3898,39597073,Frode,Entire home/apt,355,1
3899,39605382,Stï¿½ï,Entire home/apt,609,3
3900,39613105,Simen,Entire home/apt,1150,8
3901,39667607,Edel,Entire home/apt,753,2
3902,39671202,Christina,Entire home/apt,1049,4
3903,39677389,Elisabeth,Entire home/apt,584,2
3904,39707382,Ina,Entire home/apt,516,2
3905,39717561,Marte,Entire home/apt,846,1
3906,39736075,Ola-Jo Holthe,Entire home/apt,1497,1
3907,39798420,ýýystein,Entire home/apt,1015,2
3908,39803275,Victoria,Private room,516,1
3909,39824979,Birgitte & Tellef,Entire home/apt,1303,4
3910,39846706,Willy,Entire home/apt,499,2
3911,39868300,Erlend,Entire home/apt,998,3
3912,39887201,Tone,Entire home/apt,601,7
3913,39894164,Sindre,Entire home/apt,601,2
3914,39894188,Eidmante,Entire home/apt,1100,1
3915,39894188,Eidmante,Entire home/apt,491,2
3916,39895649,Ole,Entire home/apt,753,1
3917,39929127,Anders,Entire home/apt,998,2
3918,39939945,Kristine Berge,Entire home/apt,998,3
3919,39947840,Ingunn,Entire home/apt,753,5
3920,39950901,Camilla,Entire home/apt,1497,2
3921,39966470,Karoline,Entire home/apt,651,2
3922,39968035,Joachim,Entire home/apt,888,2
3923,39972239,Sina,Entire home/apt,1023,1
3924,39974840,Fredrik,Entire home/apt,448,1
3925,39974840,Fredrik,Entire home/apt,550,2
3926,39974840,Fredrik,Entire home/apt,1345,2
3927,39974840,Fredrik,Entire home/apt,507,1
3928,39974840,Fredrik,Entire home/apt,1742,3
3929,39974840,Fredrik,Entire home/apt,837,1
3930,39985980,Gina,Entire home/apt,897,4
3931,40007795,Jesper,Entire home/apt,507,2
3932,40050538,Nicky,Private room,499,2
3933,40084260,Helle,Entire home/apt,1040,2
3934,40089365,Atair,Entire home/apt,702,1
3935,40126435,Peter,Entire home/apt,2504,2
3936,40147510,Andreas,Entire home/apt,854,3
3937,40150250,Allison And Sindre,Private room,601,1
3938,40168699,Silje,Entire home/apt,533,2
3939,40171087,Pï¿½,Private room,499,30
3940,40207592,Nicolas,Private room,296,4
3941,40219375,Linda,Entire home/apt,998,7
3942,40262641,Line,Entire home/apt,804,5
3943,40281425,Dag Arne,Entire home/apt,753,4
3944,40314222,Ingelin,Entire home/apt,601,2
3945,40315993,Olaug,Private room,347,6
3946,40364067,Emma-Lisa,Private room,753,3
3947,40381978,Lasse,Entire home/apt,1201,3
3948,40392740,Erik,Entire home/apt,93,2
3949,40397308,Maria,Private room,457,30
3950,40404713,Gaute,Entire home/apt,499,3
3951,40406949,Christopher,Entire home/apt,702,3
3952,40420863,Marit,Entire home/apt,998,7
3953,40462098,Terje,Entire home/apt,1193,3
3954,40498087,Maria Hï¿½ï,Entire home/apt,897,2
3955,40498874,Anne Kristine,Entire home/apt,888,3
3956,40504137,Kat,Entire home/apt,922,3
3957,40515965,Kristine,Entire home/apt,617,1
3958,40516327,Inge Andreas,Entire home/apt,947,5
3959,40529467,Camilla,Entire home/apt,702,2
3960,40559590,Erik,Entire home/apt,1497,2
3961,40586846,Eva Marie & Iulian,Private room,753,3
3962,40609300,Catherine,Private room,491,1
3963,40620644,Kjetil,Private room,347,1
3964,40632584,Cathrine,Entire home/apt,1903,2
3965,40726559,Hye-Yoon,Entire home/apt,533,1
3966,40756275,Allan,Entire home/apt,1506,2
3967,40773836,Magnus,Entire home/apt,702,7
3968,40802997,Jon,Entire home/apt,601,7
3969,40847874,Elin,Private room,482,1
3970,40848381,Erlend,Entire home/apt,355,2
3971,40866450,Udaya,Private room,389,1
3972,40889127,Alfredo,Private room,499,2
3973,40895530,Ellen Sandvig,Entire home/apt,1100,4
3974,40927843,Knut,Entire home/apt,1497,2
3975,40934013,Stavros,Private room,601,4
3976,40942181,Thea,Entire home/apt,651,4
3977,40947696,Eunjung,Entire home/apt,897,1
3978,40948192,Nils Th,Entire home/apt,609,3
3979,40960064,Hans Olav,Entire home/apt,990,6
3980,40969553,Eline,Entire home/apt,584,1
3981,41062792,Anders,Entire home/apt,9997,6
3982,41086580,Eivind,Private room,5066,2
3983,41088998,Egidijus,Entire home/apt,1201,6
3984,41095396,Lena Margrethe Hoen,Entire home/apt,753,2
3985,41123619,Gjermund,Private room,347,1
3986,41123619,Gjermund,Entire home/apt,998,2
3987,41131145,Tina Marii,Entire home/apt,1100,1
3988,41190026,Jannike,Entire home/apt,448,2
3989,41200371,Hans-Olav,Private room,482,6
3990,41218910,Sergiy,Private room,482,1
3991,41229282,Christoffer,Entire home/apt,2504,3
3992,41285520,Henrik,Entire home/apt,601,30
3993,41315205,Lina,Private room,601,2
3994,41333528,William,Entire home/apt,601,2
3995,41355345,Camilla,Private room,804,4
3996,41442515,Mads,Entire home/apt,1201,2
3997,41456859,Jonathan,Entire home/apt,550,3
3998,41456859,Jonathan,Private room,338,2
3999,41495115,Sindre,Entire home/apt,651,1
4000,41529158,Rianne,Entire home/apt,499,2
4001,41534507,Jan Olav,Entire home/apt,601,3
4002,41599440,Kristin,Entire home/apt,1421,7
4003,41604067,Halvor,Entire home/apt,702,2
4004,41671968,Aude,Entire home/apt,998,3
4005,41694288,Espen,Entire home/apt,3299,4
4006,41698591,Un Sun,Private room,152,14
4007,41738801,Pernille,Entire home/apt,981,1
4008,41758341,Tï¿½ï¿½,Private room,499,1
4009,41782948,Anna,Entire home/apt,998,4
4010,41821280,Trine,Entire home/apt,651,1
4011,41825025,Jï¿½ï,Entire home/apt,702,1
4012,41882124,Linn Cecilie,Entire home/apt,1049,2
4013,41926805,Servet,Entire home/apt,1599,2
4014,41950518,Annette,Entire home/apt,702,4
4015,42006298,Ellen,Private room,3197,30
4016,42006298,Ellen,Entire home/apt,1243,3
4017,42046878,Stian,Entire home/apt,601,3
4018,42123562,Ulysse,Entire home/apt,702,2
4019,42123562,Ulysse,Shared room,499,1
4020,42128564,Magnus,Private room,296,7
4021,42168789,Pï¿½,Entire home/apt,1159,3
4022,42178756,Eirik,Private room,398,2
4023,42182643,Stï¿½ï,Entire home/apt,398,2
4024,42231474,Lars,Entire home/apt,601,1
4025,42250497,Anna,Entire home/apt,998,2
4026,42263390,Cornelie,Entire home/apt,584,1
4027,42271257,Vilde,Entire home/apt,804,2
4028,42310262,Inger-Oline,Entire home/apt,897,5
4029,42343303,Jarle,Entire home/apt,947,1
4030,42379478,Bim Kuddy,Private room,499,1
4031,42385302,Mari,Entire home/apt,601,1
4032,42406004,Silje,Entire home/apt,973,2
4033,42417124,Samantha,Entire home/apt,499,2
4034,42462544,Thale,Entire home/apt,1201,7
4035,42467230,Marthe,Entire home/apt,702,1
4036,42477605,Hï¿½ï¿½ï¿½ï¿½,Entire home/apt,804,1
4037,42496320,Suzanne,Entire home/apt,804,7
4038,42502918,Henriette,Entire home/apt,897,2
4039,42513479,Astrid Elisabeth,Entire home/apt,448,15
4040,42517086,Oda,Entire home/apt,897,3
4041,42615349,Eirik,Entire home/apt,1100,3
4042,42664593,Veronica,Entire home/apt,753,14
4043,42674704,Steenivar,Entire home/apt,1252,1
4044,42676900,Christina,Entire home/apt,897,2
4045,42692671,Mihajlo,Entire home/apt,897,2
4046,42695655,Kaisa,Entire home/apt,702,2
4047,42703743,Vilde,Private room,1201,2
4048,42712659,Torbjï¿½ï,Private room,431,1
4049,42716289,Daniel Joachim,Entire home/apt,507,1
4050,42719719,Julia & Bjarni,Entire home/apt,1015,3
4051,42719719,Julia & Bjarni,Private room,338,1
4052,42753707,Paola,Entire home/apt,482,3
4053,42842062,Karl Ove,Entire home/apt,575,2
4054,42861764,Marie,Entire home/apt,381,2
4055,42896649,Marius,Entire home/apt,998,1
4056,42915155,Inachka,Private room,347,2
4057,42918323,Einar,Entire home/apt,1100,3
4058,42919367,Ina,Entire home/apt,499,4
4059,42921813,Aina,Entire home/apt,897,2
4060,42929005,Mia,Entire home/apt,550,2
4061,42971617,Emelie,Private room,550,1
4062,42975045,Kristin,Entire home/apt,677,3
4063,42977593,Harriet,Entire home/apt,846,1
4064,42977695,Petter,Entire home/apt,651,7
4065,42985679,Hege,Entire home/apt,1497,3
4066,42988882,Johanna,Entire home/apt,998,2
4067,43015626,Harald,Entire home/apt,677,2
4068,43030602,Lasse,Private room,398,4
4069,43059842,Ida Dahl,Entire home/apt,1734,2
4070,43071181,Christoffer,Entire home/apt,787,2
4071,43073234,Ola,Entire home/apt,584,8
